advertiserId;programmeName;primarySector;subSectors;conversionRate;approvalRate;epc;launchDate;paymentStatus;paymentRiskLevel;awinIndex;feedEnabled;productReporting;commissionMin;commissionMax;leadMin;leadMax;cookieLength;parentSectors;;;averagePaymentTime
33163;Nordiska DE;Health & Beauty;Health & Beauty;;0.00;0.00;2022-11-23;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
35455;FYTALITY DE;Health & Beauty;FMCG|Health & Beauty;;0.00;0.00;2022-11-03;amber;exposurelevel4;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
35627;Banana Beauty DE;Health & Beauty;Health & Beauty;;0.00;0.00;2022-11-08;amber;exposurelevel2;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
10969;Hagel - The Hair Company DE;Health & Beauty;Health & Beauty;2.62657;99.42;0.05;2018-01-17;amber;exposurelevel2;72.7034;yes;no;2;5;0;0;30;Retail & Shopping;;;83
14511;parfuemerie DE;Health & Beauty;Health & Beauty;2.29847;97.37;0.11;2019-07-17;green;none;66.7947;yes;no;9;9;0;0;30;Retail & Shopping;;;64
13710;Peruecken24 DE;Health & Beauty;Health & Beauty;3.89065;58.82;0.41;2019-07-16;green;none;59.7352;yes;no;4;4;0;0;60;Retail & Shopping;;;38
18129;Nordic Oil DE;Health & Beauty;FMCG|Green (Eco friendly)|Health & Beauty|Pets & Pet Care|Pharmaceuticals;4.64443;85.92;0.71;2019-11-04;amber;exposurelevel2;43.377;yes;no;23;23;0;0;30;Retail & Shopping;;;88
16537;Riemax DE;Health & Beauty;Health & Beauty;1.17698;92.55;0.03;2019-08-20;green;none;76.1618;yes;no;6;6;0;0;60;Retail & Shopping;;;50
22125;Naturprodukte DE;Health & Beauty;Health & Beauty;20.3008;100.00;0.51;2021-02-17;green;none;55.0507;yes;no;0;0;0;0;30;Retail & Shopping;;;91
20722;Illamasqua DE;Health & Beauty;Health & Beauty;1.57068;100.00;0.03;2020-11-05;green;none;65.24;yes;yes;0;0;0;0;30;Retail & Shopping;;;51
26104;reveel by MedSkin Solutions DE;Health & Beauty;Health & Beauty;6.79945;100.00;1.55;2022-01-06;green;none;85.9544;yes;no;0;0;0;0;30;Retail & Shopping;;;79
19874;LevlUp DE;Health & Beauty;Health & Beauty|PC & Video Games;1.59246;30.29;0.03;2020-06-29;amber;exposurelevel2;53.2265;yes;no;15;15;0;0;30;Retail & Shopping;;;43
20260;GYMQUEEN DE;Health & Beauty;Health & Beauty;2.00233;97.89;0.06;2020-11-05;amber;exposurelevel5;60.7266;yes;no;0;0;0;0;30;Retail & Shopping;;;71
17412;Profichemie.com DE;Health & Beauty;Health & Beauty|Home & Garden|Pets & Pet Care;3.92995;70.19;1.62;2020-01-29;green;none;59.0093;yes;no;15;15;0;0;60;Retail & Shopping;;;56
22720;SlimCenter DE;Health & Beauty;Health & Beauty|Education Training & Recruitment;14.3407;96.75;0.81;2021-03-25;green;none;89.6202;yes;yes;0;0;0;0;30;Retail & Shopping|Telco's & Services;;;34
14411;Bärbel Drexel DE;Health & Beauty;Health & Beauty;2.08692;86.78;0.06;2019-07-17;green;none;60.4785;yes;no;5;5;0;0;60;Retail & Shopping;;;53
14755;Pranahaus DE;Health & Beauty;Health & Beauty;5.21194;98.35;0.15;2019-07-17;green;none;67.4859;yes;no;6;6;0;0;7;Retail & Shopping;;;60
15385;Landkaufhaus Mayer DE;Health & Beauty;Health & Beauty;1.96048;100.00;0.16;2018-10-12;green;none;46.9767;yes;no;10;10;0;0;30;Retail & Shopping;;;92
19056;Biotikon DE;Health & Beauty;Health & Beauty;3.38126;92.09;0.35;2021-01-11;green;none;56.1884;yes;no;5;5;0;0;7;Retail & Shopping;;;76
19736;KOMBUCHERY Kombucha DE;Health & Beauty;FMCG|Gifts & Flowers|Green (Eco friendly)|Health & Beauty|Home & Garden|Pharmaceuticals|Wine Spirits & Tobacco;26.5306;41.94;1.65;2020-07-15;green;none;65.7031;yes;no;15;15;0;0;30;Retail & Shopping;;;27
20312;Bobbi Brown DE;Health & Beauty;Health & Beauty;2.26927;100.00;0.07;2020-10-12;amber;exposurelevel5;58.6092;yes;no;0;0;0;0;30;Retail & Shopping;;;77
20672;CLAV DE;Health & Beauty;Green (Eco friendly)|Health & Beauty;3.84615;100.00;0.46;2020-08-25;green;none;48.8921;yes;no;0;0;0;0;30;Retail & Shopping;;;null
21123;PerriconeMD DE;Health & Beauty;Health & Beauty;3.29515;99.44;0.23;2020-10-09;green;none;66.7323;yes;yes;0;0;0;0;30;Retail & Shopping;;;55
21769;Ecco Verde DE;Health & Beauty;Health & Beauty;1.51193;95.65;0.04;2021-01-04;green;none;44.5585;yes;no;0;0;0;0;30;Retail & Shopping;;;89
21742;Lancôme DE;Health & Beauty;Health & Beauty;0.463523;97.29;0.04;2021-03-03;amber;exposurelevel2;54.913;yes;no;0;0;0;0;28;Retail & Shopping;;;166
21741;Kiehl's DE;Health & Beauty;Health & Beauty;1.3628;97.32;0.10;2021-03-03;amber;exposurelevel4;57.1664;yes;no;0;0;0;0;28;Retail & Shopping;;;110
7624;LOOKFANTASTIC DACH;Health & Beauty;Health & Beauty;2.30669;94.16;0.13;2017-10-17;green;none;63.3559;yes;yes;0;7;6;20;30;Retail & Shopping;;;60
10679;Foodspring DE;Health & Beauty;Green (Eco friendly)|Health & Beauty;9.11005;70.05;0.31;2018-02-23;green;none;71.9961;yes;no;6;12;0;0;30;Retail & Shopping;;;36
13850;BrillenPlatz DE;Health & Beauty;Health & Beauty;1.10894;61.67;0.12;2019-08-28;green;none;43.5373;yes;no;8;11;0;0;60;Retail & Shopping;;;60
14140;Wellsana DE;Health & Beauty;Health & Beauty;2.71859;90.64;0.11;2019-07-16;amber;exposurelevel2;43.516;yes;no;8;8;0;0;30;Retail & Shopping;;;88
14105;Bandagenspezialist DE;Health & Beauty;Health & Beauty;5.17748;87.80;0.25;2018-11-12;green;none;56.0453;yes;no;9;9;0;0;30;Retail & Shopping;;;71
11525;Dr. Pierre Ricaud DE;Health & Beauty;Health & Beauty;5.27001;98.81;0.13;2018-07-03;amber;exposurelevel3;51.7469;yes;no;5;25;0;0;30;Retail & Shopping;;;104
12704;Perfumes club DE;Health & Beauty;Health & Beauty;3.80519;93.87;0.15;2018-04-23;green;none;62.7265;yes;no;3;8;0;0;30;Retail & Shopping;;;64
12840;Powerbar DE;Health & Beauty;Health & Beauty;2.24003;100.00;1.34;2018-06-12;amber;exposurelevel5;79.3741;yes;no;10;10;0;0;30;Retail & Shopping;;;32
13983;321linsen DE;Health & Beauty;Childrenswear|Clothing|Clothing Accessories|Computers|Health & Beauty|Menswear|Womenswear;6.21783;91.29;0.25;2019-02-21;green;none;76.6545;yes;no;12;12;0;0;60;Retail & Shopping;;;44
22874;ESPA Skincare DE;Health & Beauty;Health & Beauty;50.639;87.50;0.76;2021-06-16;green;none;68.7848;yes;yes;0;0;0;0;30;Retail & Shopping;;;51
23231;K-Beauty House DE;Health & Beauty;Health & Beauty;6.66951;98.44;0.56;2021-05-12;green;none;78.356;yes;no;0;0;0;0;30;Retail & Shopping;;;44
24295;Beauty Works Online DE;Health & Beauty;Health & Beauty;0.265426;80.00;0.01;2021-09-02;green;none;38.9332;yes;no;0;0;0;0;30;Retail & Shopping;;;71
24891;Comvita DE;Health & Beauty;FMCG|Health & Beauty;6.58454;91.67;0.40;2021-10-01;green;none;67.208;yes;yes;0;0;0;0;30;Retail & Shopping;;;62
26247;mybacs DE;Health & Beauty;Health & Beauty;3.52906;95.00;1.12;2022-01-18;green;none;81.7241;yes;no;0;0;0;0;30;Retail & Shopping;;;46
27111;Commodity (DE);Health & Beauty;Health & Beauty|Menswear|Pharmaceuticals|Womenswear;11.2442;100.00;0.45;2022-02-17;green;none;80.3783;yes;no;0;0;0;0;30;Retail & Shopping;;;90
29283;Revolution Beauty DE;Health & Beauty;Health & Beauty;1.79102;72.03;0.02;2022-09-01;amber;exposurelevel4;44.8734;yes;no;0;0;0;0;30;Retail & Shopping;;;null
31401;Diamondsmile DE;Health & Beauty;Health & Beauty;6.95736;95.79;0.89;2022-08-01;amber;exposurelevel6;50.1535;yes;no;0;0;0;0;30;Retail & Shopping;;;91
15066;Artdeco DE;Health & Beauty;Health & Beauty;3.60161;98.28;0.10;2019-07-02;green;none;58.5041;yes;no;12;12;0;0;30;Retail & Shopping;;;68
10979;Walzvital DE;Health & Beauty;Health & Beauty;9.20403;79.46;0.42;2018-04-09;amber;exposurelevel2;63.0047;yes;no;8;8;0;0;60;Retail & Shopping;;;90
16154;for you eHealth DE;Health & Beauty;Health & Beauty;2.95102;95.79;0.14;2019-03-21;green;none;66.0717;yes;no;5;10;0;0;30;Retail & Shopping;;;60
10076;Douglas Parfümerie DE;Health & Beauty;Health & Beauty;0.654406;85.01;0.04;2019-04-02;amber;exposurelevel2;47.5802;yes;no;5;10;0;0;30;Retail & Shopping;;;131
10491;LOOKFANTASTIC International;Health & Beauty;Health & Beauty;2.01301;92.44;0.13;2018-02-05;green;none;62.288;yes;yes;0;5;8;25;30;Retail & Shopping;;;61
10417;The Body Shop DE;Health & Beauty;Health & Beauty;10.0736;97.92;0.52;2017-09-28;amber;exposurelevel2;82.7819;yes;yes;12;12;0;0;45;Retail & Shopping;;;38
11672;Perfumetrader DE;Health & Beauty;Gifts & Flowers|Health & Beauty|Baby & Toddler;1.92766;88.18;0.07;2018-11-07;green;none;47.6173;yes;no;4;11;0;0;60;Retail & Shopping;;;83
14223;Babor DE;Health & Beauty;Health & Beauty;6.25136;98.94;1.19;2018-08-28;amber;exposurelevel2;88.8949;yes;no;15;15;0;0;60;Retail & Shopping;;;51
14727;Lensbest DE;Health & Beauty;Health & Beauty|Jewellery;8.15351;94.59;0.48;2019-05-15;amber;exposurelevel2;64.7672;yes;no;15;15;0;0;60;Retail & Shopping;;;61
15405;Sephora DE;Health & Beauty;Health & Beauty;1.7974;57.02;0.18;2018-10-22;amber;exposurelevel2;46.8063;yes;no;6;12;0;0;30;Retail & Shopping;;;121
15443;YesStyle DE;Health & Beauty;Clothing|Clothing Accessories|Health & Beauty;1.14466;96.88;0.06;2018-11-20;amber;exposurelevel2;53.4107;yes;no;5;10;0;0;30;Retail & Shopping;;;92
14049;PureNature DE/AT;Health & Beauty;Health & Beauty;2.73874;92.59;0.23;2019-08-21;green;none;67.0955;yes;no;5;8;0;0;60;Retail & Shopping;;;57
17276;allbeauty.com DE;Health & Beauty;Health & Beauty;3.27723;97.19;0.17;2019-08-29;amber;exposurelevel1;77.6984;yes;yes;0;6;0;0;30;Retail & Shopping;;;49
18103;Shape Republic DE;Health & Beauty;Health & Beauty;7.31306;97.59;0.35;2019-09-11;green;none;80.595;yes;no;3;13;0;0;30;Retail & Shopping;;;41
31085;MetaCheck Gen-Diät DE;Health & Beauty;Health & Beauty;2.69542;100.00;0.22;2022-07-14;green;none;85.0503;yes;no;0;0;0;0;30;Retail & Shopping;;;28
31153;Elaine Perine DE;Health & Beauty;Health & Beauty;7.69231;100.00;1.13;2022-09-06;green;none;68.8055;yes;no;0;0;0;0;30;Retail & Shopping;;;54
32009;The Ayurveda Experience DE;Health & Beauty;Health & Beauty;7.72814;100.00;0.52;2022-08-25;amber;exposurelevel2;84.7801;yes;yes;0;0;0;0;30;Retail & Shopping;;;47
36018;GirlGotLashes.de DE;Health & Beauty;Health & Beauty;;0.00;0.00;2022-11-18;amber;exposurelevel4;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
20619;HER ONE DE;Health & Beauty;FMCG|Health & Beauty|Pharmaceuticals;18.4213;100.00;1.28;2020-12-09;green;none;93.7947;yes;no;0;0;0;0;30;Retail & Shopping;;;29
23193;ration1.de DE;Health & Beauty;Health & Beauty;2.37535;85.16;0.58;2021-06-10;amber;exposurelevel6;51.4213;yes;no;0;0;0;0;30;Retail & Shopping;;;71
18947;Gamersonly.com DE;Health & Beauty;Health & Beauty;4.49735;100.00;0.08;2020-10-28;green;none;79.5055;yes;no;10;10;0;0;14;Retail & Shopping;;;41
20315;MAC Cosmetics DE;Health & Beauty;Health & Beauty;1.07477;99.90;0.06;2020-10-12;amber;exposurelevel5;57.3678;yes;no;0;0;0;0;30;Retail & Shopping;;;92
21757;Orthomechanik DE;Health & Beauty;Health & Beauty;1.83649;100.00;0.25;2021-03-01;amber;exposurelevel5;46.8617;yes;no;0;0;0;0;30;Retail & Shopping;;;91
21745;SkinCeuticals DE;Health & Beauty;Health & Beauty;1.22806;96.98;0.08;2021-03-03;amber;exposurelevel2;44.8795;yes;no;0;0;0;0;28;Retail & Shopping;;;125
22021;SlimJOY DE;Health & Beauty;Health & Beauty|Sports Equipment;10.5585;73.33;0.75;2021-04-08;green;none;81.7417;yes;no;0;0;0;0;30;Retail & Shopping;;;27
22835;Beautywelt DACH;Health & Beauty;Health & Beauty;5.86873;85.99;0.32;2022-03-31;amber;exposurelevel6;57.2617;yes;no;0;0;0;0;30;Retail & Shopping;;;84
24768;AVE & YOU DE;Health & Beauty;Health & Beauty;5.71549;100.00;0.27;2021-09-01;amber;exposurelevel4;63.4088;yes;no;0;0;0;0;60;Retail & Shopping;;;71
25251;HairLust DE;Health & Beauty;FMCG|Green (Eco friendly)|Health & Beauty|Pharmaceuticals;2.532;95.14;0.22;2021-10-08;green;none;73.3652;yes;no;0;0;0;0;30;Retail & Shopping;;;48
25971;Hanfgefluester DE;Health & Beauty;Green (Eco friendly)|Health & Beauty|Pharmaceuticals;1.21133;98.27;0.22;2021-11-18;amber;exposurelevel6;70.1229;yes;no;0;0;0;0;26;Retail & Shopping;;;89
29291;Kérastase DE;Health & Beauty;Health & Beauty;0.807747;100.00;0.02;2022-05-26;green;none;76.4768;yes;no;0;0;0;0;30;Retail & Shopping;;;null
21732;MeineTrenntoilette DE;Home & Garden;DIY|Green (Eco friendly)|Health & Beauty|Home & Garden|Photography|Sports Equipment|Tourism & Attractions;1.48033;96.75;0.44;2021-01-04;green;none;57.7273;yes;no;0;0;0;0;30;Retail & Shopping|Travel;;;66
22181;Joouly DE;Home & Garden;Furniture & Soft Furnishings|Home & Garden;10.1898;100.00;0.68;2021-04-01;green;none;79.7351;yes;no;0;0;0;0;30;Retail & Shopping;;;73
14937;Vorwerk DE;Home & Garden;Electronic Accessories|Electronic Superstore|FMCG|Home & Garden;0.309535;86.12;0.04;2019-02-04;amber;exposurelevel2;51.7328;yes;no;3.5;5;1.5;1.5;60;Retail & Shopping;;;62
18895;Weber DE;Home & Garden;Gadgets|Home & Garden;1.08725;100.00;0.05;2020-02-03;amber;exposurelevel4;46.0917;yes;no;0;10;0;0;30;Retail & Shopping;;;69
11830;Globus Baumarkt DE;Home & Garden;DIY|Home & Garden;4.4301;98.13;0.23;2019-02-05;amber;exposurelevel5;75.2798;yes;no;2;4;0;0;30;Retail & Shopping;;;50
11896;Seltmann Weiden DE;Home & Garden;Home & Garden;12.5786;100.00;1.66;2018-06-12;green;none;55.1664;yes;no;8;8;0;0;30;Retail & Shopping;;;89
10955;gartentotal.de;Home & Garden;Home & Garden;2.84489;83.75;0.07;2017-10-20;green;none;65.8716;yes;no;8;8;0;0;30;Retail & Shopping;;;46
11684;Aosom DE;Home & Garden;Department Stores|DIY|Furniture & Soft Furnishings|Health & Beauty|Home & Garden|Office Supplies|Pets & Pet Care|Sports Equipment|Toys & Games|Baby & Toddler;1.59074;78.34;0.22;2018-10-23;amber;exposurelevel4;46.2002;yes;no;8;8;0;0;30;Retail & Shopping;;;90
19753;Leifheit DE / AT;Home & Garden;Electronic Accessories|Home & Garden;4.09971;98.33;0.21;2020-11-10;green;none;85.0344;yes;no;10;10;0;0;30;Retail & Shopping;;;35
20373;GartenFlora DE;Home & Garden;Home & Garden;2.2266;100.00;0.09;2020-12-10;green;none;69.9023;yes;no;0;0;0;0;30;Retail & Shopping;;;68
31493;Hoffmann-Germany DE;Home & Garden;Home & Garden;13.579;73.85;0.43;2022-08-08;amber;exposurelevel5;57.2755;yes;no;0;0;0;0;30;Retail & Shopping;;;71
24944;Blumenshop DE;Home & Garden;Gifts & Flowers|Home & Garden;2.88531;98.72;0.20;2021-10-05;amber;exposurelevel5;70.6642;yes;no;0;0;0;0;30;Retail & Shopping;;;48
29733;Happy Lamps DE;Home & Garden;Electronic Superstore|Furniture & Soft Furnishings|Home & Garden;7.84314;100.00;0.54;2022-08-10;green;none;74.2306;yes;no;0;0;0;0;30;Retail & Shopping;;;76
23606;RADEMACHER DE;Home & Garden;Electronic Accessories|Electronic Superstore|Home & Garden;50.0016;100.00;1.38;2021-09-22;green;none;55.138;yes;no;0;0;0;0;30;Retail & Shopping;;;92
32413;Haus & Hobby DE/AT;Home & Garden;Home & Garden;0.79358;100.00;0.01;2022-09-07;green;none;47.7944;yes;no;0;0;0;0;30;Retail & Shopping;;;null
32687;Hytecon DE;Home & Garden;Electronic Superstore|Green (Eco friendly)|Health & Beauty|Home & Garden|White Goods|Baby & Toddler;;0.00;0.00;2022-11-17;green;none;0;yes;no;0;0;0;0;30;Retail & Shopping;;;null
33877;Profizelt24 DE;Home & Garden;Home & Garden;;0.00;0.00;2022-11-04;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
37342;Amavielle - Poster & Art Prints DE;Home & Garden;Gifts & Flowers|Home & Garden;;0.00;0.00;2022-11-14;amber;exposurelevel4;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
14763;weststyle - Weber Grill DE;Home & Garden;Home & Garden;0.73214;98.78;0.17;2019-05-10;green;none;45.867;yes;no;6;6;0;0;90;Retail & Shopping;;;78
11431;Schulte Ufer DE;Home & Garden;Home & Garden;;0.00;0.00;2018-01-30;green;none;;yes;no;8;8;0;0;30;Retail & Shopping;;;null
25029;KuecheXXL DE;Home & Garden;Furniture & Soft Furnishings|Home & Garden;0.76168;87.50;0.11;2022-02-03;green;none;45.4808;yes;no;0;0;0;0;30;Retail & Shopping;;;80
26249;Linenbundle Deutschland;Home & Garden;Home & Garden;6.39154;100.00;0.86;2022-01-12;green;none;51.478;yes;no;0;0;0;0;30;Retail & Shopping;;;97
26365;GFP-international DE PRM;Home & Garden;Home & Garden;;0.00;0.00;2022-01-25;amber;exposurelevel5;;yes;no;0;0;0;0;30;Retail & Shopping;;;115
25645;Saunaloft DE;Home & Garden;Home & Garden;3.46724;78.13;1.22;2021-11-08;green;none;70.7453;yes;no;0;0;0;0;30;Retail & Shopping;;;44
14578;Contorion DE;Home & Garden;DIY|Home & Garden;1.46247;58.66;0.15;2019-04-25;amber;exposurelevel5;51.2077;yes;no;5;8;0;0;30;Retail & Shopping;;;62
14589;sicher24.de DE;Home & Garden;Home & Garden;7.75462;90.85;0.21;2019-09-24;green;none;59.3229;yes;no;5;9;0;0;60;Retail & Shopping;;;67
15006;aktivshop DE;Home & Garden;Furniture & Soft Furnishings|Home & Garden;3.77963;63.13;0.18;2019-04-03;green;none;68.2048;yes;no;5;5;0;0;30;Retail & Shopping;;;46
22915;Delonghi DE;Home & Garden;Electronic Accessories|Electronic Superstore|Home & Garden|White Goods;2.3652;94.76;0.48;2021-06-02;amber;exposurelevel4;61.7225;yes;no;0;0;0;0;15;Retail & Shopping;;;131
22919;Kenwood DE;Home & Garden;Electronic Accessories|Electronic Superstore|Home & Garden|White Goods;1.37068;92.50;0.25;2021-06-02;amber;exposurelevel4;59.0203;yes;no;0;0;0;0;15;Retail & Shopping;;;137
9329;Baumschule-Horstmann DE;Home & Garden;Gifts & Flowers|Green (Eco friendly)|Home & Garden;1.31947;90.48;0.16;2017-11-16;green;none;60.0491;yes;no;10;10;0;0;60;Retail & Shopping;;;70
13865;Ars Mundi DE;Home & Garden;Books & Subscriptions|Gifts & Flowers|Home & Garden|Jewellery|Photography;3.70059;64.50;1.12;2019-05-08;amber;exposurelevel6;44.1708;yes;no;10;10;0;0;30;Retail & Shopping;;;77
24966;InterGard Heim und Garten DE;Home & Garden;Home & Garden;;0.00;0.00;2021-09-13;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;90
25533;Zaun-Idee DE;Home & Garden;Home & Garden;4.45587;92.22;2.85;2021-11-26;amber;exposurelevel6;46.238;yes;no;0;0;0;0;30;Retail & Shopping;;;88
25532;Peugeot Saveurs Deutschland;Home & Garden;Home & Garden|Wine Spirits & Tobacco;8.50557;38.79;0.60;2022-01-17;green;none;62.6898;yes;no;0;0;0;0;30;Retail & Shopping;;;36
29379;casimum DE;Home & Garden;Home & Garden;14.1742;88.89;0.83;2022-08-25;green;none;70.0829;yes;no;0;0;0;0;30;Retail & Shopping;;;58
29787;Bwareshop DE;Home & Garden;Home & Garden;5.09647;96.59;0.25;2022-07-07;green;none;78.5876;yes;no;0;0;0;0;30;Retail & Shopping;;;46
31113;Krups DE;Home & Garden;Home & Garden;1.63934;1.25;0.10;2022-08-04;amber;exposurelevel2;21.5451;yes;no;0;0;0;0;30;Retail & Shopping;;;null
31818;Tubefittings.eu DE;Home & Garden;Home & Garden;8.98641;73.55;2.12;2022-08-25;green;none;78.9615;yes;no;0;0;0;0;30;Retail & Shopping;;;29
31989;EMKE Partnerprogramm - rund um Badprodukte DE/AT;Home & Garden;Furniture & Soft Furnishings|Gadgets|Home & Garden;6.11907;76.60;0.70;2022-08-01;green;none;48.6567;yes;yes;0;0;0;0;30;Retail & Shopping;;;56
32213;Briloner DE;Home & Garden;Electronic Accessories|Home & Garden;3.55366;79.55;0.22;2022-09-21;green;none;47.3711;yes;no;0;0;0;0;30;Retail & Shopping;;;null
35119;Gloelle Christbaumschmuck aus Glas DE;Home & Garden;Home & Garden;;0.00;0.00;2022-10-06;amber;exposurelevel4;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
35800;W&W-Shop;Home & Garden;Home & Garden;;0.00;0.00;2022-11-10;amber;exposurelevel2;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
23468;Fußmatten-Welt DE;Home & Garden;Home & Garden;26.9363;100.00;1.60;2021-06-02;green;none;55.1597;yes;no;0;0;0;0;30;Retail & Shopping;;;88
11322;Promondo DE;Home & Garden;Furniture & Soft Furnishings|Gifts & Flowers|Home & Garden;1.96729;62.29;0.14;2017-12-05;green;none;39.3459;yes;no;5;5;0;0;60;Retail & Shopping;;;66
11325;hitseller DE;Home & Garden;Computers|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Furniture & Soft Furnishings|Home & Garden|Music & DVD|Office Supplies|PC & Video Games|Photography;1.7326;83.46;0.05;2018-10-31;green;none;65.9604;yes;no;2;2;0;0;30;Retail & Shopping;;;40
11441;Impressionen DE;Home & Garden;Department Stores|Furniture & Soft Furnishings|Home & Garden;1.98598;50.38;0.17;2018-05-23;amber;exposurelevel2;24.6722;yes;no;7;7;0.5;0.5;30;Retail & Shopping;;;88
14856;Vivara Naturschutzprodukte DE;Home & Garden;DIY|Gifts & Flowers|Green (Eco friendly)|Home & Garden|Pets & Pet Care;4.05095;99.48;0.22;2019-07-04;amber;exposurelevel6;73.5075;yes;no;7;7;0;0;60;Retail & Shopping;;;118
14399;bleywaren - DE;Home & Garden;Home & Garden;0.915032;78.69;0.02;2019-06-25;green;none;36.327;yes;no;8;8;0;0;60;Retail & Shopping;;;78
14168;Genius.tv DE;Home & Garden;Furniture & Soft Furnishings|Gadgets|Home & Garden;8.2844;93.55;0.31;2019-07-16;green;none;59.7457;yes;no;1;3;0;0;60;Retail & Shopping;;;65
19810;Ninja Kitchen DE;Home & Garden;Electronic Accessories|Electronic Superstore|Furniture & Soft Furnishings|Gadgets|Health & Beauty|Home & Garden;3.52388;62.10;0.27;2020-11-02;amber;exposurelevel2;63.496;yes;yes;5;5;0;0;30;Retail & Shopping;;;75
25836;Lampenundleuchten - DE;Home & Garden;Home & Garden;5.01388;100.00;0.63;2022-01-20;amber;exposurelevel2;58.0771;yes;no;0;0;0;0;7;Retail & Shopping;;;92
19812;Shark Clean DE;Home & Garden;Electronic Accessories|Electronic Superstore|Furniture & Soft Furnishings|Gadgets|Health & Beauty|Home & Garden|Pets & Pet Care;5.50613;74.21;0.56;2020-11-02;amber;exposurelevel2;70.9562;yes;yes;5;5;0;0;30;Retail & Shopping;;;72
20180;PearlCo DE;Home & Garden;Home & Garden;7.61023;95.02;0.28;2020-07-02;green;none;69.7293;yes;no;0;0;0;0;30;Retail & Shopping;;;62
20502;Aveata DE;Home & Garden;Home & Garden;3.25694;100.00;0.41;2020-11-17;green;none;48.2981;yes;no;0;0;0;0;30;Retail & Shopping;;;98
21347;Andlight DE;Home & Garden;Home & Garden;1.29387;89.63;0.23;2021-01-04;amber;exposurelevel6;41.6512;yes;no;0;0;0;0;30;Retail & Shopping;;;117
22747;GartenHaus GmbH (DE);Home & Garden;Home & Garden;3.78318;68.49;5.24;2021-08-25;amber;exposurelevel4;51.7954;yes;no;0;0;0;0;30;Retail & Shopping;;;86
23176;Black Chili Messer DE;Home & Garden;Home & Garden;2.70265;36.59;0.15;2021-05-31;green;none;19.1811;yes;yes;0;0;0;0;14;Retail & Shopping;;;90
9326;OBI DE;Home & Garden;DIY|Home & Garden;;0.00;0.00;2018-07-31;green;none;;yes;no;2;2;0;0;30;Retail & Shopping;;;195
12158;CampingWagner DE;Home & Garden;Furniture & Soft Furnishings|Home & Garden|Shoes|Sports Equipment;1.22684;94.87;0.08;2018-07-17;green;none;43.9277;yes;no;7;7;0;0;30;Retail & Shopping;;;101
12030;agadon DE;Home & Garden;Home & Garden;6.25601;73.68;1.72;2018-01-29;green;none;64.2522;yes;no;10;12;0;0;30;Retail & Shopping;;;55
13729;Badmöbeldirekt.de;Home & Garden;Home & Garden;0.431037;100.00;0.02;2019-06-06;green;none;45.4329;yes;no;5;5;0;0;60;Retail & Shopping;;;84
16608;Muenkel.eu DE;Home & Garden;Home & Garden;1.23369;100.00;0.34;2019-02-26;green;none;46.2674;yes;no;3;3;0;0;30;Retail & Shopping;;;90
26035;Deinbett DE;Home & Garden;Home & Garden;1.30131;84.14;0.29;2022-01-07;amber;exposurelevel2;47.8591;yes;no;0;0;0;0;30;Retail & Shopping;;;101
26219;BayWa DE;Home & Garden;Home & Garden;;0.00;0.00;2022-10-17;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
26467;Botanicly DE;Home & Garden;Home & Garden;8.01282;100.00;0.08;2021-12-14;green;none;53.0209;yes;no;0;0;0;0;30;Retail & Shopping;;;89
27814;Mein schöner Garten DE;Home & Garden;Home & Garden;1.50038;99.57;0.04;2022-03-16;amber;exposurelevel2;49.6459;yes;no;0;0;0;0;30;Retail & Shopping;;;102
28353;Ledonline DE;Home & Garden;Home & Garden;0.41841;99.19;0.15;2022-06-30;amber;exposurelevel6;83.7373;yes;no;0;0;0;0;30;Retail & Shopping;;;null
31107;Tefal DE;Home & Garden;Home & Garden;0.742249;50.97;0.01;2022-08-04;amber;exposurelevel2;40.3488;yes;no;0;0;0;0;30;Retail & Shopping;;;null
31189;Bike-Angebot DE;Home & Garden;Home & Garden;;0.00;0.00;2022-11-16;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
31605;Baumarkt-deutschland DE;Home & Garden;DIY|Home & Garden;;0.00;0.00;2022-11-18;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
31910;Gartenzaun24 DE;Home & Garden;Home & Garden;0.1559;95.65;0.05;2022-08-03;green;none;68.5381;yes;no;0;0;0;0;30;Retail & Shopping;;;59
9348;Friesland Porzellan DE;Home & Garden;Department Stores|Gifts & Flowers|Home & Garden;5.78415;100.00;0.50;2017-10-18;green;none;70.167;yes;no;8;8;0;0;60;Retail & Shopping;;;59
11324;your-smarthome DE;Home & Garden;DIY|Home & Garden;2.87459;88.94;0.30;2018-07-31;green;none;67.5923;yes;no;5;5;0;0;30;Retail & Shopping;;;50
