advertiserId;programmeName;primarySector;subSectors;conversionRate;approvalRate;epc;launchDate;paymentStatus;paymentRiskLevel;awinIndex;feedEnabled;productReporting;commissionMin;commissionMax;leadMin;leadMax;cookieLength;parentSectors;;;averagePaymentTime
16937;shifter DE;Computers;Computers|Electronic Accessories|Gadgets;2.89892;53.19;0.07;2019-09-16;green;none;51.5092;yes;no;1;1;0;0;60;Retail & Shopping;;;49
16162;MemoryPC DE;Computers;Computers|Gadgets;1.92308;81.61;0.74;2019-01-07;green;none;39.3871;yes;no;3;3;0;0;30;Retail & Shopping;;;89
23503;FairToner DE;Computers;Computers|FMCG;;0.00;0.00;2021-07-05;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;120
18272;AfB DE;Computers;Computers|Electronic Accessories|Electronic Superstore|Green (Eco friendly)|Charities;0.514711;94.85;0.15;2019-09-04;amber;exposurelevel1;55.2115;yes;no;8;8;0;0;90;Retail & Shopping|Telco's & Services;;;87
16001;comspot DE;Computers;Computers|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Education Training & Recruitment;1.83491;69.42;0.10;2019-11-28;green;none;57.0832;yes;no;1;5;0;0;60;Retail & Shopping|Telco's & Services;;;56
21673;AfB Campus DE;Computers;Computers|Electronic Accessories|Electronic Superstore|Green (Eco friendly)|Charities;0.191231;100.00;0.10;2021-06-18;green;none;84.535;yes;no;0;0;0;0;90;Retail & Shopping|Telco's & Services;;;94
14611;Office-partner DE;Computers;Audio Visual|Computers|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Gadgets|Group Buying|Office Supplies|Photos & Print Services;2.32418;86.00;0.24;2019-09-18;amber;exposurelevel5;54.383;yes;no;2;20;0;0;60;Retail & Shopping;;;71
16273;bestware DE;Computers;Computers|Electronic Accessories|Electronic Superstore|Gadgets;0.877802;70.09;0.20;2019-02-28;green;none;52.4387;yes;no;2.5;2.5;0;0;30;Retail & Shopping;;;64
12591;Acer DE;Computers;Computers|Electronic Accessories;1.24;92.16;0.67;2018-06-27;green;none;56.7766;yes;no;5;5;0;0;30;Retail & Shopping;;;70
13901;JACOB Elektronik DE;Computers;Computers|DIY|Electronic Accessories|Electronic Superstore|Gadgets|Home & Garden|Office Supplies|PC & Video Games|Photography|Toys & Games;2.48926;79.70;0.37;2019-02-27;green;none;38.3897;yes;no;2.5;2.5;0;0;30;Retail & Shopping;;;89
24377;Lawrence24;Computers;Audio Visual|Computers|Electronic Accessories|Office Supplies|PC & Video Games|Photography;7.16935;100.00;0.95;2021-08-19;amber;exposurelevel4;72.2647;yes;no;0;0;0;0;30;Retail & Shopping;;;null
9127;TUI Cruises DACH;Cruises/Ferries;Cruises/Ferries;0.975191;95.47;1.45;2017-11-29;amber;exposurelevel2;44.0805;yes;no;0;7;0;0;30;Travel;;;107
14048;Dreamlines DE;Cruises/Ferries;Cruises/Ferries;0.104804;29.58;0.50;2019-06-19;amber;exposurelevel5;50.1311;yes;no;0;0;15;15;60;Travel;;;47
24647;MyPopupClub DE;Department Stores;Clothing|Department Stores|Home & Garden|Sportswear|Toys & Games;0.973948;100.00;0.05;2022-07-05;green;none;45.9785;yes;no;0;0;0;0;30;Retail & Shopping;;;94
11792;Tchibo DE;Department Stores;Department Stores;3.87869;86.07;0.14;2018-05-04;green;none;55.9575;yes;no;5;8;0.4;10;1;Retail & Shopping;;;71
14057;discount24 DE;Department Stores;Department Stores;69.0165;100.00;0.04;2019-06-18;green;none;92.3378;yes;no;0;0;0.05;0.05;30;Retail & Shopping;;;39
10980;brigitte-hachenburg.de;Department Stores;Department Stores;6.53934;79.83;0.41;2018-05-23;amber;exposurelevel2;55.8368;yes;no;7;7;0;0;30;Retail & Shopping;;;107
32095;1N2 DE;Department Stores;Childrenswear|Clothing|Clothing Accessories|Department Stores|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Furniture & Soft Furnishings|Health & Beauty|Home & Garden|Jewellery|Lingerie|Menswear|Office Supplies|Pets & Pet Care|Shoes|Sports Equipment|Sportswear|Toys & Games|Womenswear|Baby & Toddler;;0.00;0.00;2022-08-09;amber;exposurelevel6;;yes;no;0;0;0;0;30;Retail & Shopping;;;55
11205;PAUL HEWITT DE;Department Stores;Department Stores|Jewellery|Menswear|Womenswear;0.32332;100.00;0.06;2017-10-11;amber;exposurelevel4;55.9958;yes;no;7;10;0;0;30;Retail & Shopping;;;101
14776;top12 DE;Department Stores;Department Stores;0.925386;73.02;0.01;2019-03-13;amber;exposurelevel6;57.7872;yes;no;7;7;0;0;14;Retail & Shopping;;;107
10748;Aliexpress EU;Department Stores;Department Stores;11.2476;99.02;0.08;2018-10-10;green;none;54.5689;yes;no;0;13.5;40;40;30;Retail & Shopping;;;91
14478;smdv.de;Department Stores;Clothing|Computers|Department Stores|DIY|Electronic Accessories|Furniture & Soft Furnishings|Office Supplies|Sports Equipment|Toys & Games;1.67656;93.69;0.02;2019-09-12;green;none;56.504;yes;no;1;1;0;0;30;Retail & Shopping;;;66
10991;Bader DE;Department Stores;Department Stores;4.75626;75.78;0.28;2018-05-23;green;none;51.5537;yes;no;7;7;0;0;30;Retail & Shopping;;;74
10959;Die Moderne Hausfrau DE;Department Stores;Department Stores;3.13113;84.64;0.07;2018-04-09;amber;exposurelevel2;41.227;yes;no;0;6;0;0;60;Retail & Shopping;;;120
28687;Orbisana DE;Department Stores;Books & Subscriptions|Clothing|Department Stores|Health & Beauty|Shoes|Sports Equipment;3.75089;100.00;0.08;2022-04-08;green;none;60.0922;yes;no;0;0;0;0;30;Retail & Shopping;;;72
30917;Norma24 DE;Department Stores;Department Stores|DIY|Furniture & Soft Furnishings|Home & Garden|Pets & Pet Care|Sports Equipment|Wine Spirits & Tobacco;3.28411;88.62;0.16;2022-07-18;amber;exposurelevel2;53.1788;yes;no;0;0;0;0;30;Retail & Shopping;;;73
31615;Stoneline DE;Department Stores;Department Stores;7.16364;94.44;0.69;2022-09-01;green;none;67.7322;yes;no;0;0;0;0;30;Retail & Shopping;;;54
32463;Air Head DE;Department Stores;Department Stores|Green (Eco friendly)|Home & Garden;;0.00;0.00;2022-09-01;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
9379;Eurotops DE;Department Stores;Clothing|Department Stores|DIY|Electronic Accessories|Gadgets|Gifts & Flowers|Home & Garden|Menswear|Womenswear;0.738329;61.74;0.03;2017-10-18;green;none;41.1907;yes;no;7;7;0;0;30;Retail & Shopping;;;54
11522;1-2-3-TV DE;Department Stores;Department Stores;0.513182;62.34;0.02;2018-10-16;amber;exposurelevel4;28.5661;yes;no;6;6;0;0;30;Retail & Shopping;;;120
11789;Channel21 DE;Department Stores;Department Stores;1.80568;81.13;0.04;2019-01-08;green;none;40.9847;yes;no;3;3;0;0;30;Retail & Shopping;;;81
14835;Quelle DE;Department Stores;Department Stores;3.51739;69.41;0.41;2019-09-10;amber;exposurelevel6;43.4601;yes;no;4;4;0;0;30;Retail & Shopping;;;224
14400;Shopping24 DE;Department Stores;Department Stores;66.808;99.93;0.07;2019-06-05;amber;exposurelevel6;92.3111;yes;no;0;0;0.05;0.05;30;Retail & Shopping;;;35
20453;de Bijenkorf DE;Department Stores;Childrenswear|Clothing|Clothing Accessories|Department Stores|Furniture & Soft Furnishings|Green (Eco friendly)|Home & Garden|Jewellery|Lingerie|Menswear|Shoes|Sportswear|Womenswear;1.13766;82.66;0.09;2020-09-08;green;none;38.342;yes;yes;0;0;0;0;30;Retail & Shopping;;;98
23355;Marks and Spencer DACH;Department Stores;Childrenswear|Clothing|Clothing Accessories|Department Stores|Furniture & Soft Furnishings|Gifts & Flowers|Health & Beauty|Home & Garden|Lingerie|Menswear|Shoes|Toys & Games|Womenswear|Baby & Toddler;3.9484;94.58;0.47;2021-06-09;amber;exposurelevel2;46.558;yes;no;0;0;0;0;30;Retail & Shopping;;;164
25260;Armada Deals EU;Department Stores;Childrenswear|Clothing|Department Stores|Electronic Accessories|Furniture & Soft Furnishings|Gadgets|Gifts & Flowers|Group Buying|Health & Beauty|Home & Garden|Pets & Pet Care|Sports Equipment|Toys & Games|Baby & Toddler;3.71144;95.17;0.23;2021-10-19;green;none;84.5622;yes;no;0;0;0;0;30;Retail & Shopping;;;30
26481;Ha-Ra DE;Department Stores;Department Stores;;0.00;0.00;2022-10-27;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
17152;sportdigital DE;Digital TV & Video-on-Demand;Digital TV & Video-on-Demand;2.80793;100.00;0.09;2019-07-25;green;none;84.4833;yes;no;15;15;0;0;30;Telco's & Services;;;32
11267;Joyn DE;Digital TV & Video-on-Demand;Digital TV & Video-on-Demand;7.34853;98.69;0.05;2017-11-29;amber;exposurelevel2;86.4292;yes;no;0;0;0.5;5;30;Telco's & Services;;;67
29265;We Are Knitters DE;DIY;Childrenswear|Clothing|Clothing Accessories|DIY|Green (Eco friendly)|Health & Beauty|Home & Garden|Womenswear|Baby & Toddler;4.43711;100.00;0.22;2022-07-13;amber;exposurelevel4;78.7922;yes;no;0;0;0;0;30;Retail & Shopping;;;null
13703;Leitermann DE;DIY;DIY|Home & Garden;3.46923;40.13;0.10;2019-09-02;green;none;47.5369;yes;no;5;5;0;0;30;Retail & Shopping;;;48
11508;Westfalia DE;DIY;DIY;1.42601;59.88;0.08;2018-04-12;green;none;28.382;yes;no;6;6;0;0;60;Retail & Shopping;;;89
14778;Wolle Rödel DE;DIY;Clothing Accessories|DIY|Womenswear;5.47946;98.57;0.26;2019-08-07;green;none;87.1949;yes;no;5;10;0;0;30;Retail & Shopping;;;27
18306;scheppach DE;DIY;DIY|Home & Garden;3.73894;92.20;1.71;2019-09-12;amber;exposurelevel5;74.0657;yes;no;6;6;0;0;30;Retail & Shopping;;;50
31115;HBM Machines DE;DIY;Automotive|Department Stores|DIY|Home & Garden;;0.00;0.00;2022-09-29;amber;exposurelevel2;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
17370;Wilpeg GmbH;DIY;DIY|Electronic Accessories|Home & Garden;4.5;54.55;0.51;2020-03-10;green;none;47.0963;yes;no;3;6;0;0;30;Retail & Shopping;;;72
27417;Stecker Express DE;DIY;DIY;2.53021;94.29;0.13;2022-04-11;green;none;68.3048;yes;no;0;0;0;0;30;Retail & Shopping;;;58
18347;Jungheinrich PROFISHOP DE;DIY;DIY|FMCG|Home & Garden|Office Supplies;3.20189;96.25;0.99;2019-11-18;green;none;73.9466;yes;no;10;10;0;0;30;Retail & Shopping;;;46
18816;Demmelhuber DE;DIY;DIY|Home & Garden;1.157;90.51;0.10;2020-01-28;amber;exposurelevel5;55.2294;yes;no;7;7;0;0;60;Retail & Shopping;;;61
10089;Passiontec DE;DIY;DIY|Home & Garden;3.94062;52.04;0.55;2019-02-26;green;none;47.4158;yes;no;0;10;0;0;45;Retail & Shopping;;;49
16017;toom Baumarkt DE;DIY;DIY|Home & Garden;;0.00;0.00;2019-04-16;amber;exposurelevel6;;yes;no;4;4;0;0;30;Retail & Shopping;;;182
21410;Hubtechnik24 DE;DIY;Automotive|DIY|Home & Garden|Office Supplies|Business Services (B2B);3.10743;100.00;0.75;2020-12-01;green;none;86.1821;yes;no;0;0;0;0;30;Retail & Shopping|Telco's & Services;;;32
28052;online-schrauben DE;DIY;DIY;4.30346;30.40;0.28;2022-05-24;amber;exposurelevel6;57.3445;yes;no;0;0;0;0;30;Retail & Shopping;;;31
14187;HalloFamilie DE;Education, Training & Recruitment;Education Training & Recruitment;6.4897;99.02;0.21;2019-08-27;green;none;76.4036;yes;no;30;30;0.7;1;60;Telco's & Services;;;50
11618;Studiengemeinschaft Darmstadt DE;Education, Training & Recruitment;Education Training & Recruitment;4.62443;74.83;0.24;2018-06-12;green;none;66.3205;yes;no;0;0;5;100;30;Telco's & Services;;;64
11344;WINGS-Fernstudium DE;Education, Training & Recruitment;Education Training & Recruitment;1.86839;95.74;0.13;2018-07-17;green;none;67.6333;yes;no;0;0;7;50;30;Telco's & Services;;;61
11825;Wilhelm Büchner Hochschule DE;Education, Training & Recruitment;Education Training & Recruitment;4.00324;72.52;0.68;2018-05-02;green;none;64.0388;yes;no;0;0;5;100;30;Telco's & Services;;;61
13433;cambuy DE;Electronic Accessories;Computers|Electronic Accessories|Electronic Superstore|Home & Garden|Photography;0.73778;90.08;0.18;2018-06-08;green;none;41.2933;yes;no;7;7;0;0;30;Retail & Shopping;;;88
16905;watt24 DE;Electronic Accessories;Electronic Accessories;1.92804;86.21;0.10;2019-08-27;green;none;62.7309;yes;no;5;6;10;10;60;Retail & Shopping;;;52
17031;K-fee DE;Electronic Accessories;Electronic Accessories;5.65212;98.00;0.32;2019-06-14;amber;exposurelevel2;76.4505;yes;no;8;8;0;0;30;Retail & Shopping;;;89
19759;Olight DE;Electronic Accessories;Electronic Accessories|Gadgets|Home & Garden|Sports Equipment;0.621521;86.01;0.03;2020-05-26;amber;exposurelevel5;39.3304;yes;no;10;10;0;0;30;Retail & Shopping;;;93
32623;Anker DE;Electronic Accessories;Electronic Accessories;1.58097;92.57;0.17;2022-09-06;amber;exposurelevel4;62.5863;yes;no;0;0;0;0;30;Retail & Shopping;;;null
14815;Samsung Shop DE;Electronic Accessories;Electronic Accessories;0.668561;97.60;0.13;2019-09-27;green;none;44.5989;yes;no;4;4;0;0;60;Retail & Shopping;;;94
15536;idealo DE;Electronic Accessories;Automotive|Childrenswear|Clothing|Clothing Accessories|Computers|Electronic Accessories|Electronic Superstore|FMCG|Furniture & Soft Furnishings|Gifts & Flowers|Health & Beauty|Home & Garden|Jewellery|Lead Gen|Lingerie|Menswear|Music & DVD|Office Supplies|PC & Video Games|Pets & Pet Care|Pharmaceuticals|Photography|Photos & Print Services|Shoes|Sports Equipment|Sportswear|Toys & Games|White Goods|Wine Spirits & Tobacco|Womenswear|Baby & Toddler;41.82;98.52;0.10;2018-12-20;green;none;88.3425;yes;no;1.5;1.5;0;0.14;30;Retail & Shopping;;;36
22078;Online-batterien.de DE;Electronic Accessories;Electronic Accessories;3.4267;96.84;0.05;2021-06-09;green;none;72.3441;yes;no;0;0;0;0;30;Retail & Shopping;;;47
11471;Dry Ager DE;Electronic Accessories;Electronic Accessories;2.06423;89.02;0.98;2018-04-24;green;none;53.5566;yes;no;4;4;0;0;30;Retail & Shopping;;;66
20801;Promki24 PL;Electronic Accessories;Electronic Accessories;2.3409;64.86;0.19;2020-09-08;amber;exposurelevel2;70.8821;yes;no;0;0;0;0;30;Retail & Shopping;;;145
33999;4smarts DE;Electronic Accessories;Electronic Accessories;;0.00;0.00;2022-12-02;green;none;;yes;yes;0;0;0;0;30;Retail & Shopping;;;null
34689;Arlo Security DE;Electronic Accessories;Electronic Accessories;;0.00;0.00;2022-11-14;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
10553;GHD DE;Electronic Accessories;Electronic Accessories|Health & Beauty;1.88244;100.00;0.13;2017-12-04;amber;exposurelevel2;66.2293;yes;no;5;5;0;0;30;Retail & Shopping;;;120
14839;Musik Produktiv DE;Electronic Accessories;Electronic Accessories;1.38027;70.97;0.04;2019-06-18;green;none;35.9865;yes;no;4;4;0;0;60;Retail & Shopping;;;96
28525;Honor DE;Electronic Accessories;Electronic Accessories;;0.00;0.00;2022-04-26;amber;exposurelevel4;;yes;yes;0;0;0;0;30;Retail & Shopping;;;145
16593;ARLT DE;Electronic Accessories;Computers|Electronic Accessories;0.56056;77.94;0.01;2019-02-19;green;none;52.3015;yes;no;0.5;1.5;3;3;30;Retail & Shopping;;;63
32267;BLUETTI DE;Electronic Accessories;Automotive|Computers|Electronic Accessories|Green (Eco friendly)|Home & Garden|Office Supplies|White Goods;;0.00;0.00;2022-10-25;amber;exposurelevel4;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
26803;Holdit DE;Electronic Accessories;Electronic Accessories|Electronic Superstore;15.4936;100.00;0.24;2022-02-08;amber;exposurelevel2;80.3578;yes;no;0;0;0;0;30;Retail & Shopping;;;82
11410;3ppp3 DE;Electronic Accessories;Electronic Accessories;9.80682;100.00;0.37;2018-05-15;green;none;67.5109;yes;no;5;5;0;0;60;Retail & Shopping;;;70
15402;beyerdynamic DE;Electronic Accessories;Electronic Accessories;1.4403;85.04;0.08;2019-02-25;amber;exposurelevel2;39.7166;yes;no;8;8;0;0;30;Retail & Shopping;;;124
20025;Jabra DE;Electronic Accessories;Electronic Accessories|Electronic Superstore|Office Supplies|Sports Equipment;1.43422;81.60;0.09;2020-10-19;amber;exposurelevel2;46.1606;yes;no;0;0;0;0;30;Retail & Shopping;;;95
24227;Otterbox DE;Electronic Accessories;Electronic Accessories|Gadgets|Gifts & Flowers;4.14327;100.00;0.14;2021-09-03;amber;exposurelevel2;69.8235;yes;no;0;0;0;0;30;Retail & Shopping;;;50
26955;druckerpatronenexpress DE;Electronic Accessories;Electronic Accessories;3.52234;96.77;0.10;2022-02-17;green;none;47.0808;yes;no;0;0;0;0;90;Retail & Shopping;;;88
27013;Battery Empire DE;Electronic Accessories;Electronic Accessories;12.5245;99.22;0.85;2022-02-07;amber;exposurelevel6;83.4024;yes;no;0;0;0;0;30;Retail & Shopping;;;71
30415;Jackery DE;Electronic Accessories;Automotive|Department Stores|Electronic Accessories|Electronic Superstore|Gadgets|Green (Eco friendly)|Home & Garden|Office Supplies|Pets & Pet Care|Sports Equipment;1.65114;96.26;1.23;2022-07-04;amber;exposurelevel2;45.0905;yes;no;0;0;0;0;30;Retail & Shopping;;;114
13925;digitalo DE;Electronic Superstore;Audio Visual|Electronic Accessories|Electronic Superstore|Home & Garden|Photography|Photos & Print Services|Toys & Games|Digital TV & Video-on-Demand;1.44115;91.46;0.02;2019-09-12;green;none;55.2665;yes;no;1;1;0;0;30;Retail & Shopping|Telco's & Services;;;66
13737;MacTrade - Apple Store DE;Electronic Superstore;Audio Visual|Electronic Accessories|Electronic Superstore;;0.00;0.00;2019-08-27;green;none;;yes;no;1;20;0;0;30;Retail & Shopping;;;115
13920;Preiswerte PC DE;Electronic Superstore;Electronic Superstore|PC & Video Games;1.91842;100.00;0.24;2019-06-27;green;none;46.9425;yes;no;5;5;0;0;60;Retail & Shopping;;;90
14080;Expert Technomarkt DE;Electronic Superstore;Electronic Superstore;0.234876;62.54;0.02;2019-08-29;green;none;28.3824;yes;no;2;2;0;0;60;Retail & Shopping;;;93
11447;ELV DE;Electronic Superstore;Electronic Superstore;4.29464;95.97;0.40;2018-05-23;amber;exposurelevel5;72.8555;yes;no;3;5;0;0;60;Retail & Shopping;;;47
12255;VIBUONLINE DE;Electronic Superstore;Electronic Accessories|Electronic Superstore;0.268456;66.67;0.01;2018-02-05;green;none;50.2697;yes;no;3;3;0;0;30;Retail & Shopping;;;57
20446;Gastroback DE;Electronic Superstore;Electronic Accessories|Electronic Superstore;2.41464;97.58;0.06;2020-08-25;amber;exposurelevel6;75.6626;yes;no;0;0;0;0;30;Retail & Shopping;;;91
23341;Cleverbuy DE;Electronic Superstore;Electronic Accessories|Electronic Superstore;1.62347;100.00;0.50;2021-07-27;amber;exposurelevel6;46.6735;yes;no;0;0;0;0;30;Retail & Shopping;;;166
27704;ECTIVE DE;Electronic Superstore;Electronic Superstore;3.62135;82.67;1.69;2022-03-29;amber;exposurelevel5;55.6574;yes;no;0;0;0;0;30;Retail & Shopping;;;61
23861;AEG DE;Electronic Superstore;Electronic Superstore|Home & Garden|White Goods;3.17144;93.59;0.78;2021-09-21;amber;exposurelevel2;64.0311;yes;no;0;0;0;0;30;Retail & Shopping;;;95
30691;Eufylife DE;Electronic Superstore;Electronic Superstore|Home & Garden;6.88435;100.00;1.65;2022-07-25;amber;exposurelevel2;71.3824;yes;yes;0;0;0;0;30;Retail & Shopping;;;61
13721;voelkner DE;Electronic Superstore;Computers|DIY|Electronic Accessories|Electronic Superstore|Health & Beauty|Home & Garden|Office Supplies|Toys & Games;3.16057;91.24;0.07;2019-09-12;green;none;57.5609;yes;no;1;1;0;0;30;Retail & Shopping;;;68
23063;LEDVANCE DE;Electronic Superstore;Electronic Superstore;3.25902;80.95;0.14;2021-05-20;green;none;57.7015;yes;no;0;0;0;0;60;Retail & Shopping;;;58
24623;Vivanco DE;Electronic Superstore;Electronic Accessories|Electronic Superstore;3.0062;97.18;0.03;2021-11-08;green;none;46.7401;yes;no;0;0;0;0;30;Retail & Shopping;;;98
18339;Blaupunkt-Audio DE;Electronic Superstore;Electronic Superstore;2.84975;83.33;0.11;2019-10-22;amber;exposurelevel6;40.3603;yes;no;10;10;0;0;30;Retail & Shopping;;;90
21065;7even DE;Electronic Superstore;Electronic Superstore;1.31541;81.82;0.07;2021-02-04;green;none;58.1405;yes;no;0;0;0;0;30;Retail & Shopping;;;63
11731;Alternate DE;Electronic Superstore;Electronic Superstore;0.19463;94.00;0.01;2018-02-15;amber;exposurelevel2;42.4952;yes;no;2;2;0;0;30;Retail & Shopping;;;121
11454;DeinDesign DE;Electronic Superstore;Clothing|Computers|Electronic Accessories|Electronic Superstore|Gifts & Flowers|Music & DVD;1.97688;99.34;0.07;2018-11-06;amber;exposurelevel5;46.6862;yes;no;10;10;0;0;30;Retail & Shopping;;;99
13686;tink DE;Electronic Superstore;Electronic Accessories|Electronic Superstore|Gadgets;1.93209;93.01;0.30;2019-07-23;amber;exposurelevel6;56.4823;yes;no;5;7;0;0;60;Retail & Shopping;;;114
25280;Bauknecht DE;Electronic Superstore;Electronic Superstore|White Goods;3.57751;51.73;1.15;2021-12-14;amber;exposurelevel2;65.6378;yes;no;0;0;0;0;30;Retail & Shopping;;;61
32419;Creality;Electronic Superstore;Electronic Superstore|Gadgets;;0.00;0.00;2022-11-23;green;none;;yes;yes;0;0;0;0;30;Retail & Shopping;;;null
30639;tollrollen.de DE;Electronic Superstore;Electronic Superstore;0.0704846;66.67;0.04;2022-06-23;green;none;62.0742;yes;no;0;0;0;0;30;Retail & Shopping;;;36
10092;Medionshop DE;Electronic Superstore;Electronic Superstore;2.10128;90.92;0.28;2018-09-25;amber;exposurelevel2;58.3785;yes;no;3.5;3.5;0;0;30;Retail & Shopping;;;84
14829;asgoodasnew DE;Electronic Superstore;Electronic Accessories|Electronic Superstore|Music & DVD;0.141746;81.86;0.01;2019-06-27;amber;exposurelevel2;36.9791;yes;no;0;0;0;7.5;30;Retail & Shopping;;;116
18501;Proshop DE;Electronic Superstore;Books & Subscriptions|Computers|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Gadgets|Health & Beauty|Home & Garden|Office Supplies|PC & Video Games|Photography|Sports Equipment|Toys & Games|White Goods|Baby & Toddler;1.28155;90.48;0.10;2019-10-31;green;none;68.6736;yes;no;3;3;0;0;30;Retail & Shopping;;;83
20221;uptodate DE;Electronic Superstore;Electronic Superstore;1.56891;41.40;0.05;2020-09-21;amber;exposurelevel5;36.2049;yes;no;0;0;0;0;30;Retail & Shopping;;;70
24901;B.K.Licht DE;Electronic Superstore;Electronic Accessories|Electronic Superstore;7.67124;100.00;0.32;2021-10-29;green;none;52.7032;yes;no;0;0;0;0;30;Retail & Shopping;;;94
14000;reBuy DE;Electronic Superstore;Books & Subscriptions|Computers|Electronic Accessories|Electronic Superstore|Music & DVD|PC & Video Games|Photography;1.56443;61.26;0.09;2019-09-09;amber;exposurelevel4;29.1396;yes;no;3;13;0;0;30;Retail & Shopping;;;141
11354;Conrad Electronic DE;Electronic Superstore;Electronic Superstore;2.95803;77.22;0.39;2019-07-18;amber;exposurelevel2;55.0787;yes;no;0;5;0;0;30;Retail & Shopping;;;87
14766;Clevertronic DE;Electronic Superstore;Electronic Superstore;6.02041;88.60;0.07;2019-04-29;green;none;45.8958;yes;no;0.5;0.5;0;0;30;Retail & Shopping;;;84
16930;Gigaset DE;Electronic Superstore;Electronic Superstore;1.87285;100.00;0.26;2019-07-30;amber;exposurelevel6;46.8992;yes;no;5;5;0;0;60;Retail & Shopping;;;90
29875;Monoprice DE;Electronic Superstore;Audio Visual|Computers|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Music & DVD|Office Supplies|PC & Video Games|Photos & Print Services|Sports Equipment;14.5378;100.00;0.58;2022-06-16;green;none;93.0579;yes;no;0;0;0;0;30;Retail & Shopping;;;33
11683;Techinthebasket DE;Electronic Superstore;Computers|Electronic Superstore|Gadgets|PC & Video Games;0.735583;78.29;0.06;2018-07-31;green;none;62.6387;yes;no;2;2;0;0;30;Retail & Shopping;;;74
12252;Mindfactory DE;Electronic Superstore;Computers|Electronic Accessories|Electronic Superstore|PC & Video Games;;0.00;0.00;2018-01-29;green;none;;yes;no;1;1;0;0;30;Retail & Shopping;;;125
15631;THE-URBAN DE;Electronic Superstore;Electronic Superstore|Gadgets;8.41828;97.92;0.16;2018-10-22;green;none;61.8297;yes;no;20;20;0;0;30;Retail & Shopping;;;63
32931;Odiporo DE;Electronic Superstore;Electronic Superstore;3.42261;90.35;0.17;2022-09-14;amber;exposurelevel1;65.4307;yes;no;0;0;0;0;30;Retail & Shopping;;;51
14954;reichelt elektronik DE;Electronic Superstore;Audio Visual|Computers|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Gadgets|Home & Garden|Office Supplies|Photography|Photos & Print Services;8.34603;87.62;1.04;2019-06-19;green;none;65.8806;yes;no;5;5;0;0;30;Retail & Shopping;;;63
15389;Banggood DE;Electronic Superstore;Audio Visual|Automotive|Childrenswear|Clothing|Clothing Accessories|Computers|Department Stores|DIY|Electronic Accessories|Electronic Superstore|Entertainment Superstore|Furniture & Soft Furnishings|Gadgets|Gifts & Flowers|Green (Eco friendly)|Group Buying|Health & Beauty|Home & Garden|Jewellery|Lingerie|Menswear|Office Supplies|Pets & Pet Care|Photography|Photos & Print Services|Shoes|Sports Equipment|Sportswear|Toys & Games|Womenswear|Baby & Toddler;6.01852;66.67;0.20;2018-10-08;amber;exposurelevel2;57.3717;yes;no;0;6;0;0;30;Retail & Shopping;;;null
15965;Pollin Electronic DE;Electronic Superstore;Automotive|Computers|DIY|Electronic Accessories|Electronic Superstore|Home & Garden;7.83838;96.10;0.30;2019-08-23;amber;exposurelevel6;57.7814;yes;no;4;4;0;0;30;Retail & Shopping;;;99
18832;eleonto.com;Electronic Superstore;Electronic Accessories|Electronic Superstore|Entertainment Superstore|Gadgets;1.24063;92.68;0.12;2020-01-28;green;none;50.2916;yes;no;4;4;0;0;30;Retail & Shopping;;;80
11657;cyberport DE;Electronic Superstore;Electronic Superstore;1.78962;82.92;0.32;2018-01-30;amber;exposurelevel2;53.137;yes;yes;1.5;1.5;0;0;30;Retail & Shopping;;;88
14009;Gravis DE;Electronic Superstore;Audio Visual|Electronic Accessories|Electronic Superstore|Jewellery|Digital TV & Video-on-Demand|Software Downloads;0.900939;87.40;0.13;2019-09-27;amber;exposurelevel2;53.5756;yes;no;1;10;0;0;60;Retail & Shopping|Telco's & Services;;;72
11348;notebooksbilliger DE/AT;Electronic Superstore;Electronic Superstore;0.820832;99.38;0.04;2018-08-30;green;none;56.8799;yes;no;1;1.5;0;6;30;Retail & Shopping;;;75
14236;Technik-Profis DE;Electronic Superstore;Electronic Superstore;1.13295;77.74;0.39;2019-08-20;green;none;54.1551;yes;no;3;3;0;0;60;Retail & Shopping;;;58
25379;Offgridtec DE;Electronic Superstore;DIY|Electronic Accessories|Electronic Superstore|Home & Garden;;0.00;0.00;2022-11-24;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
12688;Replace Direct DE;Electronic Superstore;Computers|DIY|Electronic Accessories|Electronic Superstore|Gadgets|Office Supplies|White Goods;;0.00;0.00;2018-06-20;amber;exposurelevel2;;yes;no;7;7;0;0;30;Retail & Shopping;;;null
31511;STOCS DE;Electronic Superstore;Electronic Superstore;;0.00;0.00;2022-11-02;green;none;;yes;no;0;0;0;0;30;Retail & Shopping;;;null
